RAJ2000,DEJ2000,Vmag,e_Vmag,Bmag,e_Bmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,fuv_mag,nuv_mag,err,present,min_mag,max_mag
221.616887,3.000376,11.256,0.021,11.91,0.038,11.516,0.04,11.1,0.118,11.109,0.234,23.326,16.703,0.2686354406998451,0,12.51,0.09
220.326637,-2.094415,15.963,0.165,16.285,0.112,16.005,0.009,15.997,0.123,16.124,0.131,20.276,18.328,0.2685889052064512,0,12.51,0.09
333.389987,-30.407818,15.838,0.232,16.735,0.12,16.156,0.04,15.432,0.034,15.235,0.034,23.018,22.242,0.2685814587792687,0,12.51,0.09
244.004707,3.413694,16.307,0.125,17.125,0.139,16.638,0.017,16.109,0.048,15.858,0.186,22.699,21.654,0.2685795971402147,0,12.51,0.09
243.642535,4.209518,15.957,0.042,17.04,0.139,16.413,0.072,15.735,0.022,15.377,0.213,19.18,18.586,0.2685553946581598,0,12.51,0.09
333.417925,-30.544315,15.434,0.262,15.577,0.02,15.366,0.028,15.277,0.038,15.224,0.029,21.614,18.139,0.2685386378158644,1,15.42,0.37
220.727131,3.506709,16.299,0.025,17.021,0.159,16.609,0.06,15.97,0.051,15.792,0.2,22.261,21.857,0.2685274660067383,0,15.42,0.37
329.419462,-0.431422,12.918,0.019,13.43,0.026,13.119,0.011,12.799,0.048,13.021,0.262,22.17,16.907,0.2685256039933622,1,12.79,12.81
60.283666,-4.69583,11.631,0.115,12.182,0.079,11.853,0.077,11.468,0.11,11.371,0.186,20.544,15.926,0.2684976722431686,1,11.8,0.37
19.765443,-2.706362,12.178,0.239,12.682,0.064,12.345,0.025,11.959,0.074,11.84,0.069,23.351,16.271,0.2684753247507115,0,11.8,0.37
130.472096,51.320134,13.047,0.035,13.452,0.262,13.228,0.029,12.895,0.031,12.793,0.02,23.775,17.066,0.2684604253889202,0,11.8,0.37
138.344267,58.010411,13.491,0.048,14.097,0.201,13.813,0.153,13.338,0.053,13.273,0.056,22.574,17.438,0.2684380747956593,1,13.336,0.161
135.398368,10.002007,14.848,0.052,15.776,0.113,15.292,0.095,14.508,0.051,14.219,0.212,23.729,21.348,0.268408271109517,1,15.2,0.28
349.549803,-12.203705,12.962,0.029,13.533,0.046,13.185,0.029,12.909,0.247,12.682,0.085,23.621,17.354,0.2683877791554601,0,15.2,0.28
20.65922,-2.378946,16.281,0.137,16.995,0.117,16.576,0.104,15.997,0.071,15.457,0.154,19.038,18.397,0.2683859161729617,0,15.2,0.28
327.640802,-3.83414,15.14,0.035,15.885,0.168,15.482,0.146,14.895,0.064,14.83,0.131,17.211,16.806,0.2683691487485102,0,15.2,0.28
244.322815,1.366027,13.755,0.029,14.305,0.035,14.062,0.256,13.617,0.04,13.509,0.053,23.858,17.782,0.2683486538069457,0,15.2,0.28
122.121352,45.977677,13.746,0.043,14.154,0.141,13.8,0.204,13.646,0.044,13.527,0.082,23.242,17.305,0.2683393374069482,0,15.2,0.28
121.930005,15.429929,15.677,0.124,15.969,0.185,15.619,0.046,15.658,0.07,15.579,0.124,21.544,18.66,0.2683151132530555,1,15.5,15.9
126.089317,4.932452,10.123,0.057,10.571,0.109,10.454,0.238,10.026,0.01,10.013,0.01,18.804,13.991,0.268279704785882,0,15.5,15.9
136.401026,5.537219,10.62,0.051,11.022,0.022,10.94,0.26,10.546,0.014,10.515,0.033,18.777,14.391,0.2682722497762301,0,15.5,15.9
51.225843,-18.223327,15.995,0.025,17.252,0.209,16.605,0.055,15.542,0.055,15.182,0.147,22.682,21.363,0.2682629307228265,0,15.5,15.9
252.290612,39.867455,14.229,0.037,14.372,0.219,14.237,0.103,14.109,0.045,14.11,0.1,19.498,17.573,0.2682610668732978,0,15.5,15.9
351.47098,-5.619723,15.7,0.097,16.167,0.069,15.892,0.07,15.56,0.131,15.484,0.189,23.158,18.501,0.2682386996687838,0,15.5,15.9
213.321961,-0.517934,10.168,0.088,10.713,0.025,10.549,0.212,10.049,0.057,10.114,0.124,21.137,14.726,0.2682126022393429,0,15.5,15.9
169.570571,7.766111,16.388,0.021,16.699,0.217,16.458,0.05,16.439,0.079,15.933,0.125,18.052,16.833,0.2681342947106915,0,15.5,15.9
328.72118,0.244333,16.148,0.135,16.789,0.132,16.367,0.068,15.892,0.107,15.814,0.142,19.955,19.944,0.2681156466900057,0,15.5,15.9
122.768657,12.935042,14.152,0.03,14.566,0.025,14.373,0.245,14.035,0.027,13.927,0.098,23.313,17.699,0.2681100520308778,0,15.5,15.9
323.927436,3.411653,12.576,0.04,13.066,0.033,12.754,0.034,12.444,0.05,12.512,0.256,22.035,16.832,0.2681063221932672,0,15.5,15.9
114.285734,20.379977,11.762,0.028,12.232,0.247,12.003,0.096,11.631,0.024,11.542,0.017,22.184,16.195,0.2680932673529866,0,15.5,15.9
229.785857,53.300773,12.896,0.063,13.324,0.24,12.877,0.006,12.791,0.074,12.658,0.069,22.643,16.839,0.2680335799857921,0,15.5,15.9
358.418661,-10.405481,16.003,0.095,17.332,0.179,16.552,0.047,15.653,0.065,15.178,0.156,22.95,21.051,0.2680223871246579,0,15.5,15.9
245.692322,11.642895,11.106,0.064,11.62,0.031,11.298,0.029,10.988,0.08,10.959,0.244,21.858,15.59,0.268018656067073,1,10.9,10.99
10.050053,6.973792,14.173,0.134,14.678,0.058,14.385,0.035,14.004,0.134,13.927,0.177,22.873,17.905,0.2680111937960801,0,10.9,10.99
142.916176,59.85217,11.816,0.043,12.16,0.186,11.9,0.172,11.737,0.067,11.694,0.036,21.264,15.877,0.2679813426341468,0,10.9,10.99
139.664414,-0.620324,12.774,0.016,13.362,0.043,13.03,0.045,12.603,0.033,12.486,0.258,24.205,17.762,0.267923496543323,0,10.9,10.99
329.450462,0.52134,13.235,0.035,13.682,0.048,13.392,0.027,13.129,0.05,13.162,0.255,22.155,16.913,0.267923496543323,0,10.9,10.99
316.926819,-7.343053,13.641,0.043,14.127,0.062,13.863,0.006,13.574,0.045,13.655,0.253,22.246,17.719,0.2678861698557803,1,13.53,13.56
121.518967,44.73575,11.003,0.051,11.594,0.082,11.3,0.239,10.871,0.065,10.754,0.033,23.017,15.827,0.2678805704040515,0,13.53,13.56
137.190733,55.505689,15.587,0.075,16.501,0.156,16.031,0.166,15.223,0.065,14.867,0.1,19.389,18.881,0.2678469712354425,0,13.53,13.56
11.963021,-3.36627,15.593,0.162,16.445,0.096,16.08,0.082,15.314,0.15,15.027,0.084,18.198,17.812,0.2678432377343135,0,13.53,13.56
25.499573,13.179191,16.377,0.132,17.033,0.098,16.775,0.152,16.22,0.113,16.016,0.094,23.65,22.143,0.2678376373850397,0,13.53,13.56
171.232796,8.104025,16.321,0.189,17.176,0.139,16.66,0.031,16.044,0.073,15.306,0.102,20.307,19.294,0.2678357705759259,0,13.53,13.56
205.87664,62.919924,15.65,0.03,16.851,0.184,16.285,0.184,15.375,0.04,14.823,0.039,21.871,20.919,0.2678301700705131,0,13.53,13.56
349.970774,-11.662331,11.875,0.025,12.409,0.032,12.083,0.036,11.825,0.256,11.693,0.057,22.703,16.438,0.2678245694479877,0,13.53,13.56
241.829417,9.19093,15.263,0.169,15.959,0.05,15.527,0.048,14.994,0.107,14.947,0.164,23.388,21.146,0.267787228971062,0,13.53,13.56
349.925073,-11.277647,13.591,0.039,14.064,0.036,13.765,0.036,13.552,0.248,13.446,0.078,23.035,17.323,0.2677704240576244,0,13.53,13.56
176.967304,67.634547,16.254,0.071,16.651,0.206,16.299,0.039,15.963,0.053,15.725,0.141,18.312,17.963,0.2677461484316814,0,13.53,13.56
11.058803,15.754818,11.845,0.235,12.188,0.017,11.896,0.055,11.581,0.032,11.483,0.11,18.948,15.248,0.26769945834835,0,13.53,13.56
352.619647,14.256497,12.231,0.053,12.713,0.045,12.417,0.018,12.16,0.164,12.034,0.199,22.74,16.453,0.2676845158017176,0,13.53,13.56
15.685387,13.521774,12.7,0.214,13.087,0.006,12.765,0.011,12.509,0.134,12.311,0.088,23.047,16.768,0.2676807800347272,0,13.53,13.56
10.218073,15.872355,12.52,0.257,12.969,0.036,12.68,0.029,12.234,0.056,12.131,0.018,22.826,16.58,0.2676677044396652,0,13.53,13.56
122.75349,12.759419,14.88,0.041,15.211,0.027,15.023,0.227,14.771,0.053,14.749,0.122,21.729,18.104,0.2676415513331217,0,13.53,13.56
114.887237,21.257413,13.276,0.025,13.688,0.242,13.463,0.089,13.148,0.058,13.028,0.034,22.554,17.07,0.2676378149664206,0,13.53,13.56
23.569275,-0.669551,14.863,0.086,15.234,0.026,14.976,0.028,14.893,0.231,14.67,0.097,21.581,17.898,0.2676303420765291,0,13.53,13.56
16.232565,4.015796,14.175,0.159,15.512,0.039,14.877,0.054,13.6,0.17,13.042,0.114,23.164,22.303,0.2676079221547823,0,13.53,13.56
352.764146,-2.230532,15.063,0.131,15.909,0.1,15.495,0.12,14.782,0.123,14.365,0.122,18.428,18.028,0.2675331755128698,0,13.53,13.56
243.584763,9.106355,13.58,0.072,14.037,0.036,13.751,0.033,13.445,0.063,13.58,0.245,22.843,17.625,0.2675126165249033,0,13.53,13.56
50.926267,-10.853942,10.293,0.058,10.746,0.003,10.706,0.18,10.259,0.163,10.149,0.096,19.9,14.303,0.2675032710080383,0,13.53,13.56
351.255912,-30.662285,15.871,0.049,16.758,0.026,16.291,0.065,15.683,0.027,15.511,0.252,23.153,20.785,0.2674602774245178,0,13.53,13.56
123.101916,12.937794,13.068,0.02,13.518,0.021,13.343,0.25,12.931,0.025,12.849,0.087,23.113,16.941,0.2674602774245177,0,13.53,13.56
340.167014,13.34187,12.93,0.205,13.381,0.057,13.049,0.056,12.721,0.136,12.651,0.068,23.064,16.966,0.2674509300787716,0,13.53,13.56
136.666809,55.939329,13.928,0.058,14.258,0.197,13.958,0.137,13.796,0.062,13.674,0.082,23.047,17.831,0.2674135374284556,0,13.53,13.56
353.644334,-1.327017,12.908,0.155,12.86,0.045,12.838,0.006,13.121,0.158,13.58,0.143,12.318,12.814,0.2673929692419006,1,13.06,0.02
132.062,50.032679,15.897,0.063,17.295,0.247,16.594,0.065,15.284,0.013,14.635,0.046,21.465,21.261,0.2673723994730945,0,13.06,0.02
179.514655,-0.780378,16.151,0.072,16.92,0.139,16.509,0.039,15.976,0.055,15.828,0.206,21.124,20.624,0.2673705294156407,0,13.06,0.02
192.24134,-1.886087,14.025,0.169,13.974,0.026,13.866,0.028,14.093,0.097,14.362,0.179,16.883,16.032,0.2673406067173485,0,13.06,0.02
325.614246,0.438864,9.074,0.033,9.699,0.021,9.489,0.107,8.915,0.057,8.84,0.235,21.504,14.57,0.2673069396779664,0,13.06,0.02
244.134839,1.416075,10.464,0.03,10.96,0.036,10.771,0.255,10.347,0.031,10.272,0.057,20.18,14.676,0.2672657853149183,0,13.06,0.02
131.208001,47.217433,15.557,0.122,17.169,0.008,16.357,0.031,14.942,0.073,13.969,0.224,24.312,22.186,0.2672339798753145,0,13.06,0.02
243.400424,0.302052,13.898,0.199,13.961,0.048,13.832,0.026,13.924,0.067,14.055,0.156,17.049,16.396,0.2672190112997202,0,13.06,0.02
327.378283,4.342996,12.167,0.252,12.625,0.034,12.29,0.011,11.893,0.036,11.891,0.073,23.36,16.283,0.2672190112997202,0,13.06,0.02
26.337701,-8.197637,15.956,0.033,17.142,0.092,16.46,0.036,15.667,0.023,15.081,0.245,23.014,21.711,0.2672133978676967,0,13.06,0.02
144.464484,-1.263174,15.407,0.116,15.973,0.081,15.594,0.026,15.173,0.048,14.905,0.22,22.85,19.735,0.2672021706498658,0,13.06,0.02
341.04033,14.697987,9.591,0.07,10.162,0.041,10.018,0.224,9.48,0.083,9.369,0.088,20.007,13.871,0.2671890716328046,0,13.06,0.02
358.115747,-8.726606,15.639,0.069,16.068,0.113,15.898,0.121,15.561,0.048,15.28,0.192,24.037,18.581,0.2670936165467082,0,13.06,0.02
321.599273,1.315971,10.75,0.158,12.107,0.101,11.522,0.085,10.411,0.145,10.116,0.089,23.19,18.917,0.2670880004792428,0,13.06,0.02
351.115439,-8.639772,16.266,0.198,17.49,0.013,16.854,0.064,15.725,0.044,14.893,0.161,22.712,22.025,0.2670692794014317,0,13.06,0.02
130.453297,52.028261,13.575,0.053,14.029,0.258,13.851,0.023,13.463,0.02,13.365,0.032,23.463,17.643,0.2670692794014317,0,13.06,0.02
19.061609,15.052344,16.302,0.037,16.989,0.017,16.524,0.174,16.084,0.099,15.881,0.172,22.944,21.116,0.2670561738660988,0,13.06,0.02
56.069242,-6.660886,16.424,0.079,17.159,0.11,16.667,0.038,16.265,0.16,15.886,0.161,23.129,20.815,0.2670318333083155,0,13.06,0.02
239.323139,-1.419476,15.958,0.023,16.423,0.067,16.098,0.05,15.933,0.095,15.701,0.234,22.887,19.34,0.2670187259350924,0,13.06,0.02
7.683442,15.371219,13.699,0.154,15.03,0.06,14.373,0.077,13.108,0.153,12.366,0.121,23.727,21.817,0.2670112357186491,0,13.06,0.02
213.581249,-1.370544,13.48,0.045,14.216,0.025,13.789,0.023,13.312,0.039,13.209,0.258,19.576,18.238,0.2669531794154173,0,13.06,0.02
312.547895,-7.178034,15.484,0.041,15.536,0.071,15.402,0.066,15.618,0.067,15.783,0.236,17.534,17.084,0.2669513064212273,0,13.06,0.02
11.987949,2.239611,11.587,0.151,12.23,0.069,11.93,0.08,11.46,0.135,11.396,0.138,22.978,15.792,0.2668913636669422,0,13.06,0.02
339.346561,13.276559,10.806,0.072,11.384,0.037,11.025,0.044,10.67,0.114,10.437,0.223,22.636,15.559,0.2668595136021948,0,13.06,0.02
220.738648,3.557435,16.033,0.134,17.127,0.096,16.448,0.029,15.65,0.06,15.164,0.199,21.658,20.39,0.2668595136021948,0,13.06,0.02
342.560392,0.816233,15.161,0.064,15.711,0.021,15.416,0.025,15.081,0.055,15.084,0.251,23.004,18.983,0.2668107943843352,0,13.06,0.02
357.691602,-0.215364,13.999,0.123,14.576,0.122,14.236,0.115,13.808,0.125,13.623,0.111,23.248,18.207,0.2668032983304367,1,13.716,0.144
329.202782,-4.513548,13.525,0.019,14.013,0.019,13.713,0.005,13.412,0.048,13.385,0.261,23.034,17.313,0.2667808089049885,1,13.31,13.41
24.355756,-8.931467,16.071,0.108,17.127,0.224,16.529,0.023,15.689,0.076,15.343,0.055,23.455,21.028,0.2667770604830933,0,13.31,13.41
120.383099,47.604448,15.796,0.086,16.232,0.104,15.987,0.125,15.727,0.118,15.401,0.153,16.224,16.168,0.2667770604830932,0,13.31,13.41
327.304655,-3.84252,10.137,0.063,10.686,0.034,10.355,0.062,9.979,0.064,9.988,0.241,21.455,14.957,0.266732075311538,1,9.95,9.98
130.130809,27.896288,14.615,0.07,15.189,0.151,14.898,0.173,14.481,0.095,14.387,0.067,23.78,18.229,0.2667283262047734,0,9.95,9.98
129.92714,52.814969,13.023,0.032,13.621,0.221,13.34,0.135,12.909,0.032,12.812,0.045,23.979,17.531,0.2667189532073039,0,9.95,9.98
50.081135,-15.419989,15.046,0.17,15.858,0.189,15.512,0.027,14.848,0.067,14.591,0.036,17.282,16.814,0.2667114545721649,0,9.95,9.98
162.964389,-0.854872,15.789,0.09,15.914,0.126,15.814,0.15,15.701,0.14,15.629,0.071,17.031,16.718,0.2666777081047458,0,9.95,9.98
115.265073,27.137668,12.507,0.023,12.78,0.177,12.521,0.195,12.435,0.027,12.361,0.022,21.046,15.89,0.266638331827965,0,9.95,9.98
244.116631,5.891593,15.399,0.033,15.759,0.111,15.578,0.098,15.337,0.043,15.278,0.215,23.099,18.53,0.2666233298119277,1,15.27,15.31
116.55805,42.519293,15.584,0.096,15.971,0.143,15.668,0.107,15.453,0.081,15.472,0.153,23.2,18.995,0.2666158284873574,0,15.27,15.31
189.006637,68.144246,12.707,0.085,13.113,0.227,12.987,0.1,12.686,0.036,12.606,0.032,20.105,15.395,0.2665970742525131,0,15.27,15.31
329.1792,-4.927218,12.915,0.038,13.393,0.016,13.108,0.028,12.811,0.045,12.801,0.258,22.779,16.704,0.2665951987564667,0,15.27,15.31
240.548394,5.056129,16.409,0.062,17.39,0.123,16.918,0.058,16.059,0.114,15.705,0.189,23.274,22.027,0.2665595618243697,0,15.27,15.31
327.462713,-29.017031,15.399,0.028,15.847,0.05,15.576,0.067,15.274,0.061,15.114,0.244,23.12,18.138,0.2665145399410696,0,15.27,15.31
126.525874,43.105414,13.109,0.147,13.564,0.118,13.271,0.128,12.997,0.114,12.946,0.078,21.197,16.874,0.26645262243033,1,13.37,0.272
255.251335,39.56603,14.725,0.063,15.763,0.168,15.158,0.18,14.343,0.063,13.901,0.049,19.698,18.955,0.2663888135789489,0,13.37,0.272
139.673839,59.955022,11.567,0.057,12.25,0.159,11.922,0.173,11.44,0.082,11.312,0.076,22.708,16.391,0.2663813056503777,0,13.37,0.272
359.086039,13.549428,16.163,0.112,17.272,0.187,16.58,0.076,15.774,0.055,15.523,0.121,24.034,22.615,0.2663737975101906,0,13.37,0.272
221.444502,4.484354,15.336,0.09,15.815,0.039,15.493,0.026,15.176,0.067,15.184,0.237,22.947,18.564,0.2663737975101905,0,13.37,0.272
354.637879,-12.320915,15.744,0.109,16.744,0.114,16.281,0.009,15.554,0.056,15.107,0.207,22.71,21.21,0.2663512718197531,0,13.37,0.272
9.510363,8.663414,15.533,0.085,15.848,0.078,15.62,0.007,15.519,0.091,15.617,0.222,22.087,18.597,0.2663137247683641,1,15.583,0.108
358.694002,-0.836506,14.448,0.136,15.659,0.083,15.131,0.103,13.928,0.138,13.441,0.126,24.034,21.428,0.2662968268680646,1,14.39,14.49
318.701097,0.668961,16.075,0.05,16.75,0.095,16.401,0.028,15.909,0.062,15.626,0.234,23.889,20.976,0.2662874386823382,0,14.39,14.49
24.193632,-0.749543,13.505,0.015,13.968,0.019,13.674,0.034,13.504,0.246,13.265,0.093,22.76,16.925,0.2662836833153695,0,14.39,14.49
351.919492,-12.963157,11.064,0.026,11.522,0.045,11.251,0.034,11.056,0.258,10.94,0.022,19.699,14.627,0.2662799278954386,0,14.39,14.49
224.051616,1.416971,12.533,0.037,13.356,0.05,12.9,0.014,12.287,0.048,12.273,0.254,22.54,18.333,0.2662423707827137,0,14.39,14.49
19.960427,-1.906851,13.773,0.072,14.266,0.037,14.003,0.036,13.695,0.063,13.68,0.243,22.526,17.327,0.2662085648509454,1,13.66,13.68
356.029918,-7.594891,13.282,0.068,13.73,0.074,13.481,0.134,13.206,0.053,13.238,0.2,21.93,16.668,0.266204808371299,0,13.66,13.68
355.929615,-5.789692,12.272,0.051,13.124,0.046,12.666,0.042,11.984,0.066,11.865,0.245,23.314,19.012,0.2661991735524361,0,13.66,13.68
10.733325,4.018211,11.007,0.142,12.159,0.155,11.569,0.043,10.712,0.13,10.427,0.089,23.15,19.075,0.2661935386142947,0,13.66,13.68
327.785737,-1.104941,12.44,0.161,13.016,0.023,12.711,0.026,12.345,0.158,12.215,0.137,22.303,16.803,0.2661935386142947,0,13.66,13.68
120.721925,47.897671,11.852,0.058,12.388,0.237,12.053,0.051,11.708,0.067,11.571,0.065,23.81,16.955,0.266172876153826,0,13.66,13.68
121.534448,50.457373,15.246,0.045,15.855,0.149,15.547,0.167,15.125,0.071,14.978,0.117,23.617,19.963,0.2661672406589511,0,13.66,13.68
128.557923,54.308915,13.493,0.009,13.71,0.253,13.547,0.046,13.397,0.03,13.311,0.061,23.443,17.469,0.2661334251836849,0,13.66,13.68
310.566524,-0.801087,14.839,0.03,15.597,0.054,15.178,0.042,14.593,0.027,14.361,0.254,23.675,20.323,0.2661296676434252,0,13.66,13.68
41.47615,-6.736084,16.348,0.18,17.066,0.083,16.688,0.095,15.937,0.11,15.619,0.102,24.012,22.481,0.2661165158346997,0,13.66,13.68
208.157616,3.967971,10.971,0.067,11.446,0.03,11.147,0.049,10.861,0.039,10.877,0.248,20.866,14.682,0.2661108791462686,0,13.66,13.68
355.894166,-5.360316,14.331,0.079,14.826,0.031,14.523,0.026,14.266,0.085,14.204,0.236,23.969,18.481,0.2660808147912961,0,13.66,13.68
10.731007,4.134731,11.335,0.142,12.011,0.148,11.664,0.068,11.194,0.137,11.099,0.073,21.794,15.203,0.2660639020987251,0,13.66,13.68
253.919607,34.939915,10.566,0.033,10.983,0.199,10.762,0.149,10.475,0.046,10.396,0.076,20.612,14.83,0.2660507470389813,0,13.66,13.68
5.883791,-1.228164,15.193,0.107,16.486,0.103,15.84,0.115,14.846,0.079,14.45,0.171,23.398,22.252,0.2660169167553071,0,13.66,13.68
335.569939,-10.257788,16.028,0.04,17.258,0.14,16.619,0.039,15.771,0.066,15.364,0.209,20.596,19.917,0.2660037593719306,0,13.66,13.68
310.069208,-0.473048,14.522,0.113,14.892,0.189,14.758,0.093,14.536,0.082,14.333,0.083,19.687,17.605,0.2659924810967408,1,14.09,0.22
319.950646,-1.211881,12.883,0.104,13.376,0.085,13.058,0.05,12.746,0.103,12.532,0.199,21.696,16.656,0.2659906013377164,1,12.43,0.25
223.676356,-1.032697,13.147,0.12,14.342,0.132,13.692,0.136,12.684,0.1,12.219,0.102,22.636,19.999,0.2659398428216427,1,12.6,12.92
43.806989,-16.002852,16.521,0.034,17.396,0.21,16.879,0.04,16.241,0.085,15.733,0.129,18.759,18.463,0.2659360825461637,0,12.6,12.92
332.17599,-0.403715,11.278,0.075,12.355,0.016,11.789,0.01,10.954,0.072,10.728,0.244,22.113,19.587,0.2658965964430534,0,12.6,12.92
189.152978,68.500456,15.892,0.123,16.756,0.2,16.409,0.098,15.734,0.064,15.328,0.043,19.657,18.979,0.2658533430295733,0,12.6,12.92
208.231151,3.803092,12.594,0.039,13.095,0.028,12.8,0.035,12.478,0.046,12.398,0.255,22.244,16.395,0.2658401775503469,0,12.6,12.92
244.599778,9.006585,10.113,0.203,10.464,0.03,10.337,0.144,10.077,0.065,10.142,0.06,19.478,14.092,0.2658382967143748,1,9.87,9.9
208.378426,4.066405,13.854,0.071,14.053,0.04,13.868,0.049,13.892,0.077,14.073,0.236,19.727,16.56,0.265832654126614,0,9.87,9.9
228.792806,7.22855,10.998,0.041,11.433,0.027,11.122,0.014,10.888,0.021,10.93,0.26,21.624,15.152,0.2657950338136512,0,9.87,9.9
244.043323,1.244629,13.046,0.031,13.636,0.04,13.377,0.25,12.895,0.04,12.772,0.063,23.203,17.349,0.2657630523605567,0,9.87,9.9
356.800276,-3.908032,11.07,0.151,11.842,0.038,11.479,0.013,10.956,0.15,10.847,0.154,23.04,16.391,0.2657630523605567,0,9.87,9.9
38.475173,-23.633531,15.946,0.029,16.137,0.068,15.925,0.05,15.95,0.094,15.942,0.232,18.612,17.785,0.2657536453183662,0,9.87,9.9
8.171329,6.47132,11.6,0.016,12.225,0.033,11.855,0.03,11.435,0.016,11.183,0.261,23.587,16.892,0.2657480009332149,0,9.87,9.9
118.237327,25.614915,12.428,0.067,12.978,0.028,12.765,0.236,12.33,0.061,12.222,0.077,23.519,16.896,0.2657423564281765,0,9.87,9.9
7.11646,-0.462243,12.348,0.147,13.431,0.134,12.928,0.099,11.961,0.107,11.623,0.099,21.645,18.806,0.2657367118032433,1,11.96,12.09
132.622874,9.139294,12.294,0.114,12.874,0.102,12.538,0.139,12.171,0.12,12.048,0.116,21.661,16.562,0.2656633207652121,1,12.19,0.31
346.629075,-9.100818,13.965,0.045,14.368,0.05,14.168,0.244,13.912,0.054,13.846,0.06,21.777,16.936,0.2656633207652121,1,13.85,13.88
173.503452,-0.321856,15.622,0.03,16.039,0.041,15.781,0.052,15.556,0.082,15.763,0.242,20.139,18.69,0.2656557923328607,0,13.85,13.88
219.927464,6.075666,16.604,0.055,17.557,0.191,17.133,0.011,16.341,0.041,15.751,0.171,22.027,20.713,0.2656106172576691,0,13.85,13.88
315.032065,0.062026,15.556,0.033,16.641,0.136,16.067,0.088,15.271,0.082,14.827,0.191,23.775,22.308,0.265582378933543,0,13.85,13.88
223.385334,6.200534,14.619,0.115,15.315,0.029,14.898,0.029,14.409,0.085,14.241,0.22,21.771,20.067,0.265578613596803,0,13.85,13.88
310.593188,-0.092042,11.673,0.027,12.306,0.02,11.938,0.032,11.496,0.036,11.396,0.259,22.283,16.418,0.2655748482066778,0,13.85,13.88
205.676319,3.606601,15.392,0.054,16.421,0.142,15.88,0.053,15.105,0.042,14.982,0.207,23.733,22.455,0.2655221271382104,0,13.85,13.88
236.663146,1.649329,15.723,0.038,15.844,0.062,15.683,0.04,15.712,0.051,15.667,0.247,18.916,18.18,0.2655145947024381,0,13.85,13.88
330.204965,-9.461228,13.915,0.055,14.945,0.046,14.439,0.228,13.548,0.058,13.215,0.1,22.856,20.318,0.2654976459405996,1,14.31,0.21
127.016779,25.930533,11.407,0.037,11.877,0.254,11.659,0.031,11.286,0.04,11.18,0.045,21.817,15.69,0.2654637451705976,0,14.31,0.21
36.084358,-0.535693,13.043,0.077,13.613,0.053,13.263,0.046,12.895,0.097,12.9,0.224,23.401,18.108,0.2654034664430741,0,14.31,0.21
357.123307,-4.0239,12.766,0.135,13.624,0.032,13.221,0.023,12.547,0.152,12.478,0.166,23.788,18.911,0.2654015825122375,0,14.31,0.21
130.54892,52.772995,14.874,0.107,15.998,0.196,15.429,0.123,14.475,0.072,14.047,0.016,22.009,20.011,0.2653940466551577,0,14.31,0.21
229.564994,4.517185,16.406,0.016,17.551,0.129,16.941,0.084,16.102,0.039,15.778,0.212,23.358,22.165,0.2653639010867906,0,14.31,0.21
352.514515,-2.805155,13.638,0.118,14.303,0.119,13.928,0.12,13.447,0.112,13.216,0.124,23.631,18.599,0.2653394052906578,1,13.4,0.17
352.41302,-12.327065,12.609,0.042,13.224,0.057,12.875,0.042,12.505,0.247,12.34,0.051,24.031,17.168,0.2653054843006454,0,13.4,0.17
119.875437,27.606881,10.594,0.041,11.25,0.101,10.93,0.236,10.412,0.048,10.243,0.022,22.709,15.783,0.265265904329976,0,13.4,0.17
343.985045,-7.855698,12.178,0.06,12.803,0.094,12.442,0.126,12.034,0.144,11.884,0.146,23.201,16.896,0.2652621345009498,0,13.4,0.17
234.066008,3.09063,10.597,0.097,10.916,0.01,10.674,0.036,10.458,0.058,10.453,0.237,19.245,14.314,0.2652131218473173,0,13.4,0.17
140.177012,59.897229,10.81,0.066,11.355,0.148,11.098,0.171,10.742,0.082,10.677,0.09,19.47,14.397,0.2651886121235223,0,13.4,0.17
14.64119,1.527811,12.147,0.159,12.871,0.044,12.553,0.039,12.008,0.151,12.05,0.137,24.135,17.056,0.2651565575278122,0,13.4,0.17
9.527528,4.309975,10.611,0.137,11.277,0.093,11.028,0.004,10.648,0.004,10.577,0.207,20.967,14.824,0.2651395858788348,0,13.4,0.17
353.241037,-2.85382,15.472,0.087,16.436,0.182,15.887,0.063,15.194,0.072,15.003,0.143,24.076,22.319,0.2651320425750158,0,13.4,0.17
230.919141,53.210216,10.767,0.055,11.482,0.175,11.046,0.162,10.602,0.068,10.36,0.076,22.977,15.982,0.2651301567155272,0,13.4,0.17
135.312013,51.554517,14.914,0.058,15.202,0.121,14.925,0.197,14.822,0.047,14.837,0.106,22.155,17.813,0.2650641431804762,0,13.4,0.17
349.899624,-12.09139,10.385,0.023,11.174,0.031,10.733,0.033,10.193,0.26,10.008,0.008,22.686,16.719,0.2650339600881366,1,10.17,10.19
134.450904,-1.645,15.01,0.098,15.397,0.14,15.156,0.102,14.997,0.061,14.984,0.164,21.657,17.967,0.265,0,10.17,10.19
318.798219,1.456461,12.478,0.058,12.786,0.05,12.6,0.052,12.501,0.051,12.723,0.243,18.729,15.496,0.264986792123683,1,12.47,12.5
19.861505,-1.597013,15.911,0.072,16.675,0.087,16.258,0.061,15.736,0.096,15.454,0.211,23.876,21.508,0.2649735835890061,0,12.47,12.5
