RAJ2000,DEJ2000,Vmag,e_Vmag,Bmag,e_Bmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,fuv_mag,nuv_mag,err,present,min_mag,max_mag
225.102522,-0.067282,13.021,0.019,13.523,0.012,13.211,0.021,12.882,0.023,12.772,0.125,23.022,17.088,0.1307669683062202,0,11.49,11.55
9.659148,-2.83653,12.748,0.023,13.395,0.023,13.058,0.021,12.59,0.015,12.534,0.124,23.909,17.611,0.1307669683062202,0,11.49,11.55
323.944024,-3.897943,14.806,0.057,15.392,0.045,15.074,0.041,14.663,0.049,14.534,0.088,23.566,19.053,0.1307669683062202,0,11.49,11.55
13.163962,-25.906736,14.562,0.071,14.799,0.028,14.605,0.017,14.62,0.013,14.732,0.104,19.644,17.165,0.1307631446547535,0,11.49,11.55
32.316083,-0.938688,12.209,0.081,12.974,0.037,12.557,0.04,12.013,0.063,11.806,0.06,15.554,15.791,0.1307631446547535,1,12.41,12.71
124.434035,25.116912,15.464,0.039,16.373,0.098,15.908,0.041,15.153,0.056,14.891,0.034,23.272,22.146,0.130759320891476,0,12.41,12.71
352.6741,-2.827947,12.019,0.052,12.59,0.049,12.26,0.07,11.875,0.062,11.653,0.057,22.798,16.251,0.130759320891476,0,12.41,12.71
115.576801,35.713058,14.316,0.074,14.844,0.047,14.516,0.025,14.198,0.052,14.082,0.078,22.5,17.856,0.130759320891476,0,12.41,12.71
33.874448,13.859183,15.811,0.049,16.418,0.008,16.022,0.052,15.384,0.087,14.957,0.066,18.676,18.286,0.1307440247200613,0,12.41,12.71
178.028404,67.03464,16.304,0.085,16.511,0.016,16.219,0.051,16.173,0.064,16.091,0.054,23.368,18.889,0.1307440247200613,0,12.41,12.71
358.03542,13.720167,13.999,0.028,14.725,0.066,14.265,0.037,13.799,0.044,13.632,0.093,23.833,19.696,0.1307440247200613,0,12.41,12.71
356.963322,14.425442,13.479,0.021,14.027,0.096,13.716,0.037,13.352,0.052,13.226,0.058,23.548,17.575,0.1307440247200613,0,12.41,12.71
325.51421,-1.651687,10.822,0.066,11.418,0.036,11.084,0.038,10.683,0.051,10.564,0.086,21.086,15.529,0.1307402003975823,0,12.41,12.71
313.828187,0.425082,13.209,0.048,13.663,0.032,13.379,0.014,13.113,0.032,13.054,0.112,22.529,17.146,0.1307363759632337,0,12.41,12.71
327.023903,-1.461022,11.642,0.025,12.557,0.016,12.081,0.019,11.337,0.015,11.003,0.125,24.007,18.654,0.1307363759632337,1,11.37,11.41
159.028712,64.800935,12.594,0.057,13.011,0.068,12.712,0.051,12.467,0.059,12.358,0.056,22.705,16.559,0.1307325514170055,0,11.37,11.41
13.534893,-1.121051,12.193,0.053,12.848,0.033,12.502,0.062,12.028,0.018,11.865,0.095,24.312,16.965,0.1307325514170055,0,11.37,11.41
357.453052,14.891446,12.771,0.048,13.81,0.067,13.228,0.049,12.442,0.069,12.14,0.056,23.188,20.737,0.1307325514170055,0,11.37,11.41
149.185346,0.988628,15.889,0.04,17.006,0.081,16.41,0.048,15.478,0.036,15.133,0.073,21.354,20.387,0.130728726758888,0,11.37,11.41
184.554984,67.850374,10.33,0.056,10.882,0.05,10.628,0.073,10.246,0.035,10.104,0.07,21.645,15.106,0.130728726758888,0,11.37,11.41
350.955315,-9.141228,14.017,0.072,14.477,0.036,14.192,0.041,13.93,0.073,13.863,0.06,22.31,17.638,0.130728726758888,0,11.37,11.41
351.739782,-5.698076,11.46,0.104,12.228,0.03,11.802,0.032,11.152,0.05,10.975,0.043,23.801,17.423,0.1307249019888712,0,11.37,11.41
335.236307,-33.781233,14.753,0.092,15.263,0.053,14.952,0.022,14.673,0.043,14.568,0.059,22.882,17.827,0.1307172521131009,0,11.37,11.41
15.8283,5.045691,15.455,0.099,15.88,0.048,15.589,0.026,15.328,0.04,15.172,0.052,23.182,18.43,0.130709601789616,0,11.37,11.41
158.896139,2.512274,14.505,0.053,14.955,0.017,14.696,0.101,14.424,0.008,14.394,0.061,22.822,17.763,0.130705776459956,0,11.37,11.41
320.210896,2.629516,13.47,0.082,14.046,0.024,13.746,0.078,13.358,0.044,13.206,0.042,23.357,17.697,0.130705776459956,0,11.37,11.41
119.843374,27.822179,12.865,0.047,13.386,0.078,13.105,0.082,12.75,0.029,12.657,0.035,22.771,16.957,0.1307019510183379,0,11.37,11.41
14.250313,-33.623523,15.217,0.045,16.724,0.098,15.974,0.052,14.64,0.03,13.722,0.043,23.21,23.224,0.1306981254647518,1,14.52,14.54
46.543702,-14.136665,15.957,0.015,16.785,0.026,16.391,0.046,15.594,0.049,15.279,0.108,19.624,19.06,0.1306981254647518,0,14.52,14.54
136.783588,3.784147,11.349,0.048,11.814,0.062,11.501,0.104,11.264,0.006,11.208,0.009,21.006,15.282,0.1306942997991879,0,14.52,14.54
123.034595,27.499751,11.636,0.077,12.237,0.043,11.879,0.057,11.47,0.047,11.332,0.062,22.845,16.115,0.1306904740216363,0,14.52,14.54
238.694543,1.260743,12.175,0.05,12.801,0.023,12.459,0.037,12.008,0.075,11.871,0.084,23.332,16.785,0.1306866481320873,0,14.52,14.54
322.241613,0.807154,12.009,0.008,12.679,0.087,12.325,0.086,11.838,0.033,11.713,0.031,23.865,17.15,0.1306866481320873,0,14.52,14.54
2.376757,-10.187508,7.918,0.039,9.354,0.067,8.597,0.078,7.415,0.056,6.9,0.043,23.19,18.111,0.1306866481320873,0,14.52,14.54
177.076449,68.095554,13.621,0.059,14.546,0.059,14.076,0.052,13.27,0.044,12.99,0.074,21.009,20.086,0.1306828221305309,1,13.34,13.36
327.507751,-7.697903,15.587,0.066,16.146,0.051,15.822,0.026,15.439,0.074,15.392,0.063,23.014,18.461,0.1306828221305309,0,13.34,13.36
17.817449,-1.988704,8.727,0.029,9.289,0.069,8.93,0.073,8.549,0.039,8.446,0.068,21.299,14.072,0.130675169791357,0,13.34,13.36
191.035967,48.644462,15.148,0.048,15.997,0.1,15.486,0.054,14.779,0.016,14.39,0.04,20.689,19.386,0.130675169791357,0,13.34,13.36
120.180155,21.465738,11.901,0.065,12.489,0.016,12.175,0.015,11.751,0.068,11.636,0.088,23.104,16.516,0.1306675170040358,0,13.34,13.36
26.744395,-9.994541,15.804,0.034,16.931,0.055,16.387,0.048,15.478,0.058,15.074,0.085,22.766,21.348,0.1306675170040358,0,13.34,13.36
186.665301,46.459136,11.143,0.048,11.635,0.061,11.371,0.061,11.035,0.052,11.034,0.068,19.674,14.014,0.1306675170040358,1,11.5,0.44
114.123765,26.930499,12.904,0.036,13.401,0.086,13.112,0.085,12.778,0.03,12.654,0.016,23.11,17.288,0.1306636904422954,0,11.5,0.44
165.110149,-1.130427,12.905,0.054,13.291,0.033,13.053,0.047,12.837,0.047,12.918,0.093,20.329,16.295,0.1306598637684886,0,11.5,0.44
118.784261,20.903391,12.731,0.036,13.297,0.04,13.021,0.059,12.571,0.033,12.416,0.098,23.259,17.497,0.1306522100846365,0,11.5,0.44
143.700444,3.657797,11.837,0.025,12.325,0.036,12.03,0.047,11.735,0.056,11.606,0.099,21.926,16.18,0.1306407287181145,0,11.5,0.44
326.396439,-2.539673,10.39,0.066,10.816,0.01,10.564,0.015,10.357,0.073,10.329,0.084,18.535,14.385,0.1306369013717027,0,11.5,0.44
333.618837,13.327842,13.197,0.03,13.74,0.044,13.437,0.028,13.055,0.047,12.812,0.106,22.836,17.211,0.1306330739131557,0,11.5,0.44
8.702167,3.522085,13.728,0.032,14.243,0.072,13.93,0.026,13.591,0.034,13.484,0.095,23.424,16.76,0.1306330739131557,0,11.5,0.44
123.631406,26.002488,11.915,0.036,12.517,0.078,12.135,0.078,11.696,0.048,11.539,0.036,23.453,16.951,0.1306292463424634,0,11.5,0.44
330.077254,2.220837,12.533,0.04,13.13,0.018,12.848,0.028,12.404,0.03,12.417,0.116,22.536,16.8,0.1306292463424634,0,11.5,0.44
320.279311,2.276839,11.119,0.054,11.611,0.063,11.336,0.089,11.046,0.024,10.937,0.041,19.959,14.908,0.1306254186596162,0,11.5,0.44
355.61831,15.06568,12.432,0.039,12.92,0.06,12.608,0.024,12.317,0.063,12.208,0.086,22.773,16.404,0.130621590864604,0,11.5,0.44
120.305685,17.435938,12.618,0.043,13.027,0.078,12.767,0.082,12.535,0.038,12.504,0.031,20.834,16.073,0.130621590864604,0,11.5,0.44
220.769702,5.024987,15.141,0.088,16.127,0.074,15.571,0.036,14.867,0.032,14.557,0.039,21.877,20.628,0.1306177629574171,0,11.5,0.44
217.447562,6.747006,13.287,0.027,13.86,0.052,13.557,0.039,13.187,0.048,13.188,0.099,23.109,16.884,0.1306101068064795,1,13.18,13.2
192.418552,1.469002,11.524,0.043,12.595,0.015,12.024,0.026,11.094,0.11,10.695,0.047,22.676,19.364,0.1306101068064795,1,11.99,0.1
211.902383,3.851772,14.86,0.045,15.199,0.047,14.978,0.046,14.9,0.078,14.859,0.068,20.83,17.642,0.1306062785627092,1,14.79,14.82
225.982249,-1.273108,14.455,0.064,14.879,0.069,14.597,0.046,14.337,0.059,14.287,0.051,22.537,18.122,0.1305947931580734,1,14.48,0.3
359.292741,-5.460321,8.532,0.067,8.998,0.042,8.706,0.024,8.425,0.089,8.295,0.048,19.361,13.064,0.1305909644653871,0,14.48,0.3
246.296854,11.156591,13.083,0.09,13.557,0.028,13.264,0.039,12.922,0.045,12.798,0.068,22.991,17.171,0.1305909644653871,0,14.48,0.3
320.394749,-0.240597,14.932,0.064,15.426,0.064,15.154,0.026,14.872,0.036,14.72,0.083,22.687,18.201,0.130587135660447,0,14.48,0.3
321.939346,0.36855,13.64,0.016,14.179,0.107,13.896,0.061,13.544,0.037,13.456,0.016,23.663,17.599,0.1305794777137663,0,14.48,0.3
350.901584,-5.137625,12.884,0.041,13.454,0.058,13.121,0.022,12.754,0.089,12.65,0.06,21.268,16.677,0.1305756485720059,0,14.48,0.3
323.533861,1.400377,12.511,0.087,13.6,0.017,13.096,0.014,12.241,0.086,12.016,0.04,22.291,20.049,0.1305756485720059,0,14.48,0.3
180.449666,66.566343,12.448,0.042,13.075,0.06,12.771,0.066,12.319,0.052,12.203,0.068,23.311,17.328,0.1305679899515957,0,14.48,0.3
320.919509,-1.504221,14.15,0.061,14.963,0.047,14.558,0.006,13.938,0.066,13.673,0.082,16.8,17.117,0.1305603308819336,0,14.48,0.3
12.406089,1.427133,10.953,0.062,11.538,0.045,11.226,0.027,10.831,0.052,10.749,0.088,20.959,15.119,0.1305603308819336,0,14.48,0.3
319.448009,3.836197,14.367,0.046,15.126,0.05,14.703,0.036,14.132,0.027,13.97,0.102,21.169,19.975,0.1305565011786084,0,14.48,0.3
8.864411,2.367166,14.796,0.016,15.449,0.068,15.101,0.065,14.621,0.014,14.461,0.088,23.829,19.659,0.1305565011786084,0,14.48,0.3
325.399619,1.102774,11.436,0.056,12.024,0.058,11.673,0.032,11.296,0.04,11.174,0.089,22.878,16.199,0.1305565011786084,0,14.48,0.3
143.4173,5.041143,12.159,0.012,12.694,0.019,12.375,0.008,12.028,0.057,11.896,0.115,22.007,16.453,0.1305488414349204,0,14.48,0.3
134.138999,-1.674939,11.675,0.068,12.014,0.058,11.811,0.049,11.621,0.053,11.606,0.062,18.331,14.599,0.1305450113945377,1,11.56,11.6
122.860918,26.061257,14.111,0.048,14.515,0.063,14.178,0.083,13.982,0.046,13.909,0.042,23.515,18.045,0.1305450113945377,0,11.56,11.6
131.30973,23.631222,14.897,0.074,15.793,0.059,15.3,0.007,14.594,0.056,14.323,0.07,22.874,21.328,0.1305450113945377,0,11.56,11.6
162.518737,-1.114283,11.893,0.039,12.568,0.035,12.226,0.054,11.743,0.054,11.714,0.092,23.39,16.938,0.1305450113945377,0,11.56,11.6
220.848637,4.867686,15.04,0.018,15.178,0.063,15.018,0.011,15.069,0.04,15.298,0.105,19.351,17.577,0.1305335205991166,0,11.56,11.6
343.71141,-1.550098,12.882,0.01,13.54,0.02,13.171,0.017,12.763,0.055,12.539,0.115,23.996,17.736,0.1305335205991166,0,11.56,11.6
170.903146,-1.197802,11.148,0.018,11.729,0.066,11.386,0.045,10.996,0.027,10.917,0.098,23.354,15.911,0.1305296901091855,1,11.08,0.001
334.650575,-27.021958,15.429,0.028,15.834,0.054,15.556,0.056,15.366,0.02,15.3,0.099,22.525,18.295,0.1305258595068425,0,11.08,0.001
217.367371,1.738778,14.309,0.043,14.406,0.022,14.285,0.034,14.359,0.035,14.404,0.111,18.467,16.79,0.1305181979648815,0,11.08,0.001
213.495246,4.413448,11.108,0.047,11.628,0.016,11.297,0.024,11.005,0.035,10.906,0.113,22.326,15.702,0.1305181979648815,0,11.08,0.001
20.856745,-34.248409,15.166,0.036,15.448,0.027,15.241,0.015,15.152,0.063,15.09,0.104,21.309,17.653,0.1305181979648815,1,15.06,15.08
119.873706,29.877732,11.211,0.031,11.764,0.06,11.44,0.095,11.066,0.043,10.946,0.04,21.29,15.481,0.1305181979648815,1,11.08,11.26
18.827798,-1.218156,10.911,0.057,11.514,0.034,11.176,0.051,10.768,0.064,10.577,0.077,22.676,15.957,0.1305028735315817,0,11.08,11.26
217.191783,7.242414,10.625,0.039,11.178,0.06,10.94,0.062,10.494,0.029,10.498,0.085,20.891,14.919,0.1305028735315817,0,11.08,11.26
180.830715,67.690579,11.706,0.065,12.334,0.039,11.985,0.04,11.512,0.066,11.329,0.073,23.805,16.941,0.1305028735315817,0,11.08,11.26
344.730924,-33.576368,14.817,0.076,14.841,0.038,14.739,0.021,14.952,0.081,14.952,0.053,17.459,16.793,0.1305028735315817,0,11.08,11.26
29.557531,14.63451,14.308,0.048,14.706,0.041,14.472,0.016,14.189,0.042,14.103,0.105,22.436,17.536,0.1304990421420785,0,11.08,11.26
170.408898,2.903104,15.843,0.006,16.961,0.082,16.387,0.052,15.504,0.029,15.185,0.082,21.937,21.415,0.1304952106400844,0,11.08,11.26
142.859064,2.734962,12.099,0.029,12.629,0.019,12.292,0.011,11.946,0.093,11.74,0.084,23.684,16.883,0.1304913790255892,0,11.08,11.26
353.688886,-5.376001,10.592,0.078,11.255,0.029,10.871,0.032,10.454,0.074,10.311,0.06,22.567,16.184,0.1304798835069988,0,11.08,11.26
46.407251,6.220056,14.438,0.031,14.49,0.085,14.382,0.036,14.503,0.076,14.731,0.042,16.227,15.857,0.1304683869755428,0,11.08,11.26
18.577504,-0.820433,14.809,0.044,14.61,0.009,14.612,0.05,15.067,0.052,15.37,0.099,13.462,13.8,0.1304683869755428,0,11.08,11.26
116.438118,32.764839,13.236,0.055,13.763,0.065,13.462,0.045,13.108,0.071,13.006,0.052,22.8,17.256,0.1304607220584034,0,11.08,11.26
336.281311,13.078146,12.201,0.032,12.789,0.045,12.467,0.037,12.027,0.049,11.732,0.101,22.524,16.631,0.1304607220584034,0,11.08,11.26
218.363521,2.859183,15.085,0.035,15.509,0.035,15.242,0.025,15.055,0.083,15.058,0.084,22.445,18.127,0.1304607220584034,0,11.08,11.26
49.912911,-15.915989,13.754,0.051,14.749,0.071,14.23,0.081,13.41,0.036,13.084,0.039,22.647,20.024,0.1304607220584034,1,14.3,0.29
161.491946,2.240319,12.114,0.072,12.674,0.035,12.351,0.02,11.935,0.063,11.782,0.079,22.308,16.294,0.1304568894309534,1,11.93,11.99
176.396896,3.231901,14.661,0.059,15.58,0.042,15.12,0.05,14.25,0.025,13.858,0.093,18.588,17.723,0.1304568894309534,0,11.93,11.99
41.631686,-7.353714,10.634,0.041,11.353,0.072,10.953,0.057,10.392,0.053,10.197,0.064,20.355,16.214,0.1304568894309534,0,11.93,11.99
209.956916,7.334224,14.263,0.032,14.698,0.04,14.421,0.047,14.202,0.037,14.133,0.104,22.985,17.531,0.1304530566909031,0,11.93,11.99
119.110378,21.590216,13.032,0.044,13.644,0.031,13.341,0.052,12.887,0.056,12.729,0.091,23.629,17.286,0.1304530566909031,0,11.93,11.99
340.874506,0.200797,11.39,0.042,11.903,0.045,11.586,0.029,11.277,0.073,11.203,0.084,20.753,15.264,0.1304415577950524,0,11.93,11.99
353.840314,-5.975662,11.753,0.082,12.29,0.051,11.992,0.069,11.583,0.025,11.509,0.048,22.833,16.077,0.1304415577950524,0,11.93,11.99
193.370009,1.45564,13.411,0.065,13.751,0.024,13.49,0.01,13.373,0.097,13.305,0.052,20.683,16.396,0.1304377246045023,1,13.29,13.32
113.929659,26.527752,13.85,0.037,14.271,0.069,14.006,0.094,13.743,0.032,13.645,0.032,22.54,17.585,0.1304377246045023,0,13.29,13.32
153.092784,-0.177853,11.377,0.04,11.919,0.082,11.582,0.051,11.287,0.04,11.155,0.067,21.537,15.576,0.1304377246045023,0,13.29,13.32
345.768474,0.688296,14.702,0.039,15.728,0.051,15.229,0.029,14.404,0.055,14.143,0.095,21.118,20.216,0.1304338913013025,0,13.29,13.32
122.030979,26.134742,12.447,0.064,12.662,0.029,12.455,0.058,12.43,0.066,12.475,0.066,19.396,15.727,0.1304338913013025,0,13.29,13.32
40.930291,-6.616591,15.383,0.032,15.458,0.036,15.345,0.06,15.475,0.041,15.607,0.097,18.389,17.578,0.1304223907157049,0,13.29,13.32
169.61867,0.415294,10.654,0.093,11.071,0.065,10.78,0.038,10.483,0.029,10.409,0.043,20.148,14.226,0.1304147230952088,0,13.29,13.32
122.93755,34.690441,13.689,0.042,14.573,0.083,14.106,0.059,13.374,0.055,13.114,0.043,22.532,20.513,0.1304147230952088,0,13.29,13.32
8.777292,5.080652,15.383,0.019,15.779,0.066,15.546,0.031,15.299,0.095,15.314,0.048,22.967,18.473,0.1304108891159016,0,13.29,13.32
324.34941,-2.944379,11.767,0.048,12.153,0.026,11.869,0.013,11.678,0.033,11.71,0.113,22.043,15.939,0.1304108891159016,0,13.29,13.32
160.157241,64.53653,11.848,0.06,12.248,0.071,11.952,0.023,11.717,0.059,11.594,0.066,22.667,16.06,0.1304108891159016,0,13.29,13.32
139.886978,1.31447,11.292,0.032,11.829,0.075,11.528,0.084,11.197,0.049,11.085,0.03,21.209,15.133,0.1304070550238751,0,13.29,13.32
351.005045,0.445897,11.737,0.069,12.214,0.033,11.904,0.014,11.618,0.076,11.493,0.072,21.754,15.566,0.1304070550238751,0,13.29,13.32
18.281206,2.057485,11.625,0.067,12.184,0.043,11.914,0.063,11.508,0.073,11.427,0.037,21.539,15.564,0.1304032208191193,0,13.29,13.32
309.009457,-4.890382,12.712,0.08,13.21,0.038,12.895,0.028,12.598,0.076,12.467,0.051,23.325,17.13,0.1304032208191193,0,13.29,13.32
214.497627,5.069431,15.795,0.048,16.518,0.084,16.116,0.031,15.601,0.081,15.245,0.011,18.31,17.79,0.1303955520713801,0,13.29,13.32
140.742867,-1.408546,12.485,0.01,13.018,0.049,12.721,0.034,12.343,0.024,12.237,0.113,22.087,16.726,0.1303917175283767,0,13.29,13.32
20.018728,4.224199,15.468,0.042,16.312,0.065,15.858,0.056,15.147,0.049,14.87,0.074,24.009,21.994,0.1303917175283767,0,13.29,13.32
121.303906,29.735098,13.202,0.071,13.535,0.048,13.318,0.044,13.132,0.066,13.105,0.058,20.74,16.51,0.1303878828726044,0,13.29,13.32
161.07878,-0.091323,13.969,0.039,14.516,0.032,14.21,0.034,13.89,0.023,13.705,0.113,22.936,17.441,0.1303802132227126,0,13.29,13.32
117.525291,18.114241,14.574,0.02,15.059,0.094,14.756,0.075,14.467,0.017,14.405,0.043,22.888,18.1,0.1303802132227126,0,13.29,13.32
50.161299,-14.421673,14.193,0.044,15.04,0.102,14.602,0.041,13.932,0.013,13.61,0.053,20.21,18.122,0.1303802132227126,0,13.29,13.32
180.241869,67.628459,12.368,0.064,12.869,0.033,12.567,0.036,12.238,0.071,12.11,0.074,23.381,16.837,0.1303763782285733,0,13.29,13.32
119.160556,34.422634,14.739,0.052,15.21,0.044,14.927,0.048,14.624,0.063,14.482,0.078,23.321,18.27,0.1303725431216251,0,13.29,13.32
344.437108,-23.388459,12.393,0.021,13.302,0.015,12.805,0.015,12.152,0.027,11.791,0.124,19.54,18.739,0.1303687079018581,1,12.82,0.16
117.9591,20.724405,13.313,0.019,13.807,0.044,13.539,0.057,13.188,0.029,13.107,0.103,22.702,17.007,0.1303687079018581,0,12.82,0.16
126.904294,45.354517,13.787,0.055,14.173,0.028,13.862,0.012,13.684,0.091,13.58,0.069,22.896,17.313,0.1303648725692623,0,12.82,0.16
320.245167,3.67268,15.646,0.059,16.643,0.06,16.15,0.054,15.372,0.063,14.811,0.055,18.883,18.364,0.130349530110392,0,12.82,0.16
167.914612,1.184048,11.375,0.039,11.94,0.008,11.646,0.041,11.258,0.027,11.296,0.114,22.698,15.722,0.130349530110392,1,11.37,0.001
187.945408,0.867066,10.965,0.083,11.522,0.03,11.158,0.032,10.794,0.079,10.61,0.044,22.031,15.438,0.1303456942135029,0,11.37,0.001
359.146059,-4.170457,11.524,0.036,12.265,0.03,11.87,0.051,11.284,0.023,10.955,0.108,22.558,16.369,0.1303456942135028,0,11.37,0.001
322.095142,4.934933,11.221,0.073,11.463,0.013,11.294,0.021,11.277,0.067,11.512,0.081,16.428,14.181,0.1303418582037251,0,11.37,0.001
115.087927,35.825394,14.633,0.065,15.138,0.046,14.782,0.018,14.454,0.06,14.324,0.082,23.576,19.271,0.1303418582037251,0,11.37,0.001
185.237975,67.644003,11.577,0.042,12.643,0.04,12.14,0.103,11.245,0.03,10.849,0.046,18.518,16.633,0.1303418582037251,1,13.29,0.001
125.077569,50.545737,10.824,0.024,11.419,0.074,11.017,0.089,10.668,0.03,10.49,0.046,22.153,16.148,0.1303418582037251,0,13.29,0.001
122.019488,30.516567,9.157,0.038,10.802,0.054,9.973,0.072,8.614,0.046,7.096,0.073,21.848,19.258,0.1303418582037251,0,13.29,0.001
324.148467,11.224877,13.344,0.057,13.8,0.033,13.483,0.021,13.19,0.047,13.107,0.1,23.501,17.547,0.1303380220810489,0,13.29,0.001
337.441958,-8.744698,11.238,0.045,11.799,0.057,11.477,0.027,11.113,0.064,11.023,0.083,22.04,15.95,0.1303380220810489,0,13.29,0.001
351.482885,14.734053,15.74,0.053,15.84,0.075,15.706,0.033,15.899,0.069,16.056,0.052,18.548,17.86,0.1303380220810489,0,13.29,0.001
264.213531,55.165039,14.833,0.054,15.5,0.061,15.164,0.065,14.659,0.014,14.518,0.077,22.293,19.377,0.1303341858454642,0,13.29,0.001
140.784586,2.702887,14.351,0.052,14.233,0.027,14.196,0.016,14.63,0.079,14.907,0.084,13.498,13.58,0.1303303494969609,0,13.29,0.001
349.808221,-4.430433,13.715,0.036,14.22,0.031,13.919,0.014,13.589,0.042,13.392,0.113,23.629,17.647,0.1303303494969609,0,13.29,0.001
143.627011,4.610051,13.439,0.025,13.898,0.035,13.616,0.033,13.338,0.062,13.186,0.101,22.792,17.06,0.1303226764611593,0,13.29,0.001
119.229207,26.740667,13.854,0.067,14.242,0.029,13.951,0.041,13.765,0.057,13.674,0.082,21.689,17.199,0.1303226764611593,0,13.29,0.001
185.384543,67.503501,12.927,0.049,13.423,0.045,13.157,0.096,12.838,0.029,12.696,0.05,23.219,16.813,0.1303188397738408,0,13.29,0.001
327.905224,1.231133,11.737,0.022,12.321,0.044,11.98,0.033,11.604,0.045,11.447,0.107,23.739,16.297,0.1303188397738408,0,13.29,0.001
205.355632,-1.482189,14.377,0.049,14.861,0.051,14.519,0.026,14.288,0.03,14.265,0.102,23.156,17.883,0.130315002973564,0,13.29,0.001
140.189875,38.828816,13.809,0.053,14.781,0.083,14.308,0.019,13.564,0.036,13.385,0.075,23.17,19.55,0.1303073290340954,0,13.29,0.001
333.390715,12.368111,10.496,0.004,11.021,0.067,10.732,0.025,10.366,0.02,10.158,0.107,20.996,14.617,0.1303034918948836,0,13.29,0.001
10.685224,2.399939,10.575,0.023,11.113,0.031,10.878,0.104,10.463,0.024,10.368,0.064,20.982,15.056,0.1302996546426735,0,13.29,0.001
47.152193,-11.682265,11.375,0.01,11.92,0.041,11.606,0.022,11.257,0.032,11.08,0.117,21.671,15.215,0.1302996546426735,0,13.29,0.001
344.195774,1.101749,13.936,0.046,14.422,0.036,14.148,0.026,13.807,0.035,13.614,0.108,22.15,17.048,0.1302958172774552,0,13.29,0.001
225.341049,3.027957,15.242,0.03,15.722,0.066,15.403,0.053,15.12,0.056,15.022,0.076,21.743,18.83,0.1302958172774552,0,13.29,0.001
222.686605,-2.790171,15.439,0.049,15.946,0.093,15.62,0.047,15.31,0.046,15.228,0.04,22.461,18.809,0.1302881422079538,0,13.29,0.001
2.322029,-10.301374,13.039,0.017,13.807,0.005,13.382,0.014,12.796,0.009,12.63,0.128,23.738,19.403,0.1302881422079538,0,13.29,0.001
136.443244,9.558956,12.038,0.023,12.53,0.083,12.236,0.096,11.928,0.012,11.847,0.014,21.159,16.028,0.1302843045036508,0,13.29,0.001
244.550496,8.414198,14.909,0.045,15.044,0.048,14.897,0.021,14.978,0.049,15.11,0.099,19.229,17.546,0.13027662875589,0,13.29,0.001
357.214047,15.780428,14.288,0.055,15.061,0.047,14.643,0.024,14.086,0.069,13.879,0.08,19.181,18.566,0.1302727907124123,0,13.29,0.001
137.969158,7.14193,14.536,0.031,14.955,0.071,14.681,0.03,14.469,0.05,14.404,0.087,22.629,18.366,0.1302727907124123,0,13.29,0.001
320.944615,2.461865,13.987,0.026,13.897,0.024,13.874,0.083,14.124,0.027,14.34,0.09,15.036,14.813,0.1302689525558565,1,13.92,13.96
9.488097,-26.771666,12.004,0.047,12.622,0.006,12.29,0.015,11.884,0.064,11.764,0.102,23.646,16.951,0.1302689525558565,0,13.92,13.96
215.67416,4.905211,14.02,0.074,15.219,0.034,14.629,0.014,13.578,0.054,13.303,0.085,23.35,21.767,0.1302651142862124,0,13.92,13.96
116.557737,32.792865,11.324,0.057,11.907,0.065,11.591,0.041,11.188,0.063,11.054,0.062,22.604,15.594,0.1302612759034702,0,13.92,13.96
13.102241,-1.106545,10.127,0.035,10.652,0.033,10.36,0.019,9.998,0.036,9.918,0.114,20.598,13.95,0.1302574374076198,0,13.92,13.96
320.3423,-1.534146,10.967,0.038,11.184,0.017,11.014,0.044,11.015,0.043,11.12,0.107,16.231,13.884,0.1302574374076198,0,13.92,13.96
118.099121,27.721409,12.03,0.034,12.591,0.071,12.242,0.096,11.912,0.032,11.798,0.023,22.882,16.637,0.1302535987986512,0,13.92,13.96
222.907048,58.476442,12.647,0.025,13.406,0.09,13.019,0.083,12.511,0.034,12.33,0.014,24.084,17.291,0.1302535987986512,0,13.92,13.96
216.251043,0.558583,14.823,0.032,15.498,0.021,15.117,0.016,14.673,0.058,14.595,0.109,22.877,19.853,0.1302535987986512,0,13.92,13.96
246.8476,0.601834,14.195,0.045,14.639,0.061,14.338,0.039,14.129,0.053,14.078,0.083,21.465,17.596,0.1302497600765544,1,14.0,15.2
352.723411,-2.853166,13.424,0.045,14.263,0.051,13.802,0.06,13.163,0.053,12.865,0.077,22.755,19.924,0.1302459212413194,0,14.0,15.2
26.730416,-10.038341,9.846,0.106,10.997,0.033,10.36,0.059,9.376,0.014,9.003,0.031,22.519,17.991,0.1302420822929363,0,14.0,15.2
114.934639,26.717087,14.629,0.022,15.005,0.089,14.784,0.061,14.536,0.045,14.48,0.053,23.083,18.02,0.1302305647687976,0,14.0,15.2
354.917345,-0.436918,14.519,0.026,15.051,0.029,14.751,0.017,14.391,0.005,14.238,0.123,20.668,18.598,0.1302305647687976,0,14.0,15.2
359.484333,15.161684,12.305,0.011,12.814,0.015,12.481,0.01,12.193,0.063,11.985,0.112,23.433,16.725,0.1302267253677216,0,14.0,15.2
124.785645,5.259344,13.337,0.022,13.931,0.065,13.585,0.024,13.218,0.055,13.093,0.093,23.051,17.462,0.1302267253677216,0,14.0,15.2
