RAJ2000,DEJ2000,nobs,Vmag,e_Vmag,Bmag,e_Bmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,fuv_mag,nuv_mag,present,type,min_mag,max_mag,class,Jmag,Hmag,Kmag,period,fuv-nuv,nuv-B,B-V,g-V,g-r,r-i,i-J,J-H,H-K
141.728736,2.834912,4,13.468,0.077,14.042,0.048,13.634,0.208,15.422,3.632,13.227,0.0,22.714,17.651,1,RS,13.29,13.41,Ellipsoidal/Reflection,30.0,30.0,30.0,,5.062999999999999,3.609,0.5739999999999998,0.16600000000000037,-1.7880000000000003,2.1950000000000003,-16.773,0.0,0.0
352.507671,-11.908712,17,11.185,2.511,10.404,0.164,10.15,0.154,9.764,0.207,9.667,0.205,18.929,14.765,1,EC,9.7,0.54,Eclipsing,30.0,30.0,30.0,,4.163999999999998,4.361000000000001,-0.7810000000000006,-1.0350000000000001,0.386000000000001,0.09699999999999953,-20.333,0.0,0.0
119.002493,21.612821,5,11.363,0.03,11.756,0.022,11.565,0.048,11.292,0.044,12.254,2.256,19.048,14.973,1,DSCT|GDOR|SXPHE,11.27,11.34,Оґ Scuti & HADS,10.63,10.479,10.396,,4.0749999999999975,3.2170000000000005,0.3930000000000007,0.20199999999999996,0.2729999999999997,-0.9619999999999997,1.6239999999999988,0.15100000000000158,0.08299999999999841
122.73611,28.142415,7,13.165,0.93,13.216,1.055,13.308,0.977,13.369,0.863,13.291,0.781,12.301,12.639,1,UGSU,10.5,16.3,Exotic,13.166,12.951,12.829,,-0.3379999999999992,-0.577,0.051000000000000156,0.14300000000000068,-0.06099999999999994,0.0779999999999994,0.125,0.21499999999999986,0.12199999999999989
222.241714,0.178571,3,15.005,0.807,15.295,1.049,15.069,0.972,14.962,0.765,15.012,0.375,18.33,17.027,1,RRAB,15.178,1.12,RR Lyrae,14.414,14.097,13.985,,1.3029999999999973,1.732000000000001,0.28999999999999915,0.06400000000000006,0.1070000000000011,-0.05000000000000071,0.5980000000000008,0.31700000000000017,0.1120000000000001
242.952425,5.376147,3,14.744,0.819,15.06,1.086,14.817,0.907,14.699,0.611,14.782,0.365,23.549,18.91,1,RRAB,14.869,1.06,RR Lyrae,13.9,13.881,13.768,,4.638999999999999,3.8499999999999996,0.3160000000000007,0.0730000000000004,0.11800000000000033,-0.08300000000000018,0.8819999999999997,0.019000000000000128,0.11299999999999955
142.26002,5.574508,5,12.226,0.779,12.583,0.83,12.305,0.802,12.188,0.699,11.935,0.645,16.124,14.501,1,EA/SD,10.5,13.5,Eclipsing,10.687,10.434,10.362,,1.6229999999999993,1.9179999999999993,0.3569999999999993,0.07899999999999885,0.1169999999999991,0.2530000000000001,1.248000000000001,0.2530000000000001,0.07199999999999918
129.98539,12.926096,4,15.563,0.748,16.478,0.878,15.57,0.158,15.545,1.217,14.57,0.05,22.437,20.405,1,EA,14.91,1.08,Eclipsing,13.631,13.128,13.004,,2.032,3.9269999999999996,0.9150000000000009,0.006999999999999673,0.025000000000000355,0.9749999999999996,0.9390000000000001,0.5030000000000001,0.12400000000000055
119.321952,22.718368,4,10.915,0.042,11.831,0.062,11.408,0.075,10.625,0.051,11.897,1.676,23.002,17.877,1,ROT,10.69,10.71,General Rotators,9.412,8.951,8.836,,5.125,6.045999999999999,0.9160000000000004,0.4930000000000003,0.7829999999999995,-1.2720000000000002,2.4849999999999994,0.4610000000000003,0.11500000000000021
128.564939,7.468811,5,10.659,0.049,11.012,0.056,11.756,1.299,10.656,0.054,11.116,0.957,18.342,14.055,1,DSCT|GDOR|SXPHE,10.56,10.58,Оґ Scuti & HADS,9.951,9.793,9.74,,4.286999999999999,3.0429999999999993,0.35299999999999976,1.0969999999999995,1.0999999999999996,-0.4599999999999991,1.1649999999999991,0.15800000000000125,0.05299999999999905
38.297595,-6.873268,7,9.962,0.421,10.178,0.232,10.264,0.566,10.094,0.81,10.404,1.153,17.569,13.314,1,ROT,11.96,12.0,General Rotators,8.926,8.852,8.837,,4.254999999999999,3.1359999999999992,0.21600000000000108,0.3019999999999996,0.16999999999999993,-0.3100000000000005,1.4779999999999998,0.07399999999999984,0.015000000000000568
120.178235,22.376682,4,10.455,0.097,11.269,0.05,10.909,0.021,10.238,0.104,11.137,1.573,22.575,16.718,1,ROT,10.3,10.34,General Rotators,9.088,8.7,8.623,,5.856999999999999,5.449,0.8140000000000001,0.4540000000000006,0.6710000000000012,-0.8990000000000009,2.0490000000000013,0.3879999999999999,0.07699999999999996
118.903896,22.75679,5,11.326,0.029,11.637,0.043,11.469,0.069,11.298,0.025,12.406,1.563,17.745,14.383,1,DSCT|GDOR|SXPHE,11.27,11.32,Оґ Scuti & HADS,10.703,10.495,10.511,,3.362000000000002,2.7459999999999987,0.31099999999999994,0.1429999999999989,0.17099999999999937,-1.1080000000000005,1.7030000000000012,0.20800000000000018,-0.016000000000000014
126.101901,50.014108,4,12.722,0.656,13.275,0.79,12.977,0.787,12.563,0.618,12.373,0.578,20.224,15.786,1,EA,11.6,14.3,Eclipsing,11.121,10.787,10.737,,4.438000000000001,2.5109999999999992,0.5530000000000008,0.2550000000000008,0.4139999999999997,0.19000000000000128,1.251999999999999,0.33399999999999963,0.05000000000000071
130.126866,9.032914,9,13.382,0.063,13.945,0.111,13.959,0.726,13.31,0.169,13.734,1.166,23.081,17.252,1,DSCT|GDOR|SXPHE,13.23,13.28,Оґ Scuti & HADS,12.323,12.105,12.023,,5.829000000000001,3.3069999999999986,0.5630000000000006,0.577,0.6489999999999991,-0.4239999999999995,1.4109999999999996,0.21799999999999997,0.08200000000000074
327.438084,3.197437,5,14.877,0.666,15.153,0.757,14.775,0.653,14.658,0.509,14.698,0.426,20.018,17.729,1,RRAB,14.0,15.25,RR Lyrae,13.738,13.699,13.637,,2.2890000000000015,2.5759999999999987,0.2759999999999998,-0.10200000000000031,0.11700000000000088,-0.040000000000000924,0.9600000000000009,0.0389999999999997,0.06199999999999939
136.168837,14.346731,5,13.822,0.032,14.211,0.12,14.56,1.336,13.867,0.209,13.785,0.062,21.085,17.002,1,EW,13.75,0.11,Eclipsing,12.996,12.838,12.789,,4.083000000000002,2.7909999999999986,0.3890000000000011,0.7380000000000013,0.6929999999999996,0.08200000000000074,0.7889999999999997,0.15800000000000125,0.04899999999999949
222.996474,-2.479646,4,14.206,0.619,14.581,0.823,14.335,0.598,14.139,0.396,14.142,0.283,21.646,17.668,1,RRAB,14.316,0.8,RR Lyrae,13.285,12.993,12.974,,3.9780000000000015,3.0869999999999997,0.375,0.12900000000000134,0.1960000000000015,-0.0030000000000001137,0.8569999999999993,0.2919999999999998,0.019000000000000128
346.123918,14.086063,4,14.375,0.069,15.757,0.048,15.111,0.073,13.792,0.051,13.76,1.275,22.121,20.635,1,ROT,14.25,14.37,General Rotators,11.205,10.548,10.387,,1.485999999999997,4.878000000000002,1.3819999999999997,0.7360000000000007,1.3190000000000008,0.03200000000000003,2.5549999999999997,0.657,0.1609999999999996
42.866244,-7.344454,13,12.135,0.254,12.428,0.239,12.229,0.24,12.106,0.238,12.658,1.167,18.42,15.026,1,EA,11.92,0.35,Eclipsing,11.242,11.06,11.001,,3.394000000000002,2.597999999999999,0.29300000000000104,0.09399999999999942,0.12299999999999933,-0.5519999999999996,1.4159999999999986,0.18200000000000038,0.05900000000000105
327.316477,4.512344,4,14.231,0.608,14.578,0.675,14.308,0.592,14.158,0.516,14.06,0.364,18.52,16.645,1,RRAB/BL,13.3,14.6,RR Lyrae,13.404,13.128,13.093,,1.875,2.067,0.34699999999999953,0.07699999999999996,0.15000000000000036,0.09799999999999898,0.6560000000000006,0.2759999999999998,0.03500000000000014
130.047654,8.519211,3,14.843,0.026,15.632,0.143,16.005,1.228,14.737,0.205,14.417,0.0,23.394,20.439,1,ROT,14.6,14.62,General Rotators,13.438,13.017,12.973,,2.9549999999999983,4.807,0.7889999999999997,1.161999999999999,1.267999999999999,0.3200000000000003,0.9789999999999992,0.42100000000000115,0.04399999999999871
129.875263,8.541333,8,10.904,0.099,11.668,0.163,11.695,0.878,10.76,0.179,10.951,0.852,22.791,16.515,1,ROT,10.66,10.7,General Rotators,9.557,9.199,9.132,,6.276,4.847000000000001,0.7639999999999993,0.7910000000000004,0.9350000000000005,-0.19100000000000072,1.3940000000000001,0.35800000000000054,0.06700000000000017
338.079343,-28.55947,15,12.595,0.437,13.63,0.347,13.287,0.676,12.325,0.73,11.868,0.502,23.633,20.642,1,ROT,12.02,12.04,General Rotators,10.364,9.795,9.661,,2.9909999999999997,7.011999999999999,1.0350000000000001,0.6920000000000002,0.9620000000000015,0.45699999999999896,1.5039999999999996,0.5690000000000008,0.13400000000000034
128.802127,7.46519,3,14.65,0.067,15.127,0.084,15.306,0.848,14.65,0.122,15.096,0.818,22.885,18.016,1,DSCT|GDOR|SXPHE,14.54,14.56,Оґ Scuti & HADS,13.811,13.563,13.556,,4.869000000000003,2.8889999999999976,0.4770000000000003,0.6559999999999988,0.6559999999999988,-0.44599999999999973,1.2850000000000001,0.24799999999999933,0.0070000000000014495
129.647954,13.706659,4,13.384,0.0,13.648,0.0,13.45,0.006,14.217,1.172,13.379,0.053,19.825,16.307,1,EW,13.4,0.6,Eclipsing,12.749,12.599,12.559,,3.5180000000000007,2.658999999999999,0.26399999999999935,0.06599999999999895,-0.7670000000000012,0.838000000000001,0.629999999999999,0.15000000000000036,0.040000000000000924
218.460393,3.339372,4,15.288,0.016,15.706,0.042,15.479,0.054,15.197,0.102,16.038,1.165,22.075,17.739,1,DSCT|GDOR|SXPHE,15.16,15.19,Оґ Scuti & HADS,14.389,14.208,14.127,,4.3359999999999985,2.0330000000000013,0.41799999999999926,0.19099999999999895,0.28200000000000003,-0.8410000000000011,1.649000000000001,0.18099999999999916,0.08099999999999952
129.939201,8.130221,5,11.663,0.067,12.466,0.088,12.508,0.908,11.498,0.174,11.632,0.68,23.682,17.65,1,ROT,11.44,11.48,General Rotators,10.236,9.924,9.828,,6.032,5.183999999999999,0.802999999999999,0.8449999999999989,1.0099999999999998,-0.13400000000000034,1.395999999999999,0.31200000000000117,0.09600000000000009
5.845047,13.761248,8,13.335,0.486,13.702,0.677,13.465,0.606,13.287,0.404,13.256,0.308,17.132,15.825,1,RRAB/BL,12.7,13.9,RR Lyrae,12.81,12.495,12.459,,1.3070000000000022,2.1229999999999993,0.3669999999999991,0.129999999999999,0.17799999999999905,0.031000000000000583,0.44599999999999973,0.3150000000000013,0.03599999999999959
264.782126,55.014616,4,14.606,0.522,14.987,0.64,14.749,0.565,14.555,0.45,14.505,0.312,23.018,18.729,1,RRAB,14.664,0.991,RR Lyrae,13.891,13.553,13.505,,4.2890000000000015,3.741999999999999,0.3810000000000002,0.14300000000000068,0.19400000000000084,0.049999999999998934,0.6140000000000008,0.3379999999999992,0.04800000000000004
123.603168,24.536811,5,13.526,0.597,14.167,0.708,13.536,0.407,13.135,0.38,12.964,0.347,22.681,17.217,1,EA,13.34,1.84,Eclipsing,11.845,11.491,11.407,,5.464000000000002,3.049999999999999,0.641,0.009999999999999787,0.4009999999999998,0.17099999999999937,1.1189999999999998,0.354000000000001,0.08399999999999963
124.412338,14.347813,3,14.28,0.079,14.814,0.018,15.025,0.885,14.214,0.04,14.519,0.696,22.664,17.909,1,DSCT|GDOR|SXPHE,14.2,14.23,Оґ Scuti & HADS,13.353,13.069,13.0,,4.755000000000003,3.094999999999999,0.5340000000000007,0.745000000000001,0.8109999999999999,-0.3049999999999997,1.1660000000000004,0.2839999999999989,0.06900000000000084
192.548616,1.954761,4,15.247,0.564,15.569,0.755,15.386,0.538,15.337,0.188,15.308,0.169,23.348,19.157,1,RRAB,14.46,15.45,RR Lyrae,30.0,30.0,30.0,,4.190999999999999,3.587999999999999,0.32200000000000095,0.13899999999999935,0.04899999999999949,0.028999999999999915,-14.692,0.0,0.0
118.196657,32.022014,8,11.123,0.078,11.744,0.053,11.412,0.03,10.974,0.063,11.21,1.103,21.579,15.931,1,ROT,10.99,11.03,General Rotators,10.011,9.698,9.664,,5.6480000000000015,4.186999999999999,0.6210000000000004,0.2890000000000015,0.4380000000000006,-0.23600000000000065,1.1990000000000016,0.31299999999999883,0.034000000000000696
118.243259,32.020369,8,10.736,0.078,11.503,0.046,11.092,0.035,10.514,0.074,10.671,1.098,22.579,16.853,1,ROT,10.54,10.56,General Rotators,9.362,9.017,8.92,,5.725999999999999,5.350000000000001,0.7669999999999995,0.35599999999999987,0.5780000000000012,-0.15700000000000003,1.3089999999999993,0.34500000000000064,0.09699999999999953
40.922739,-7.180669,10,11.775,0.054,12.507,0.069,12.124,0.069,11.565,0.05,12.093,1.096,21.487,17.361,1,RS,11.47,11.6,Ellipsoidal/Reflection,10.34,9.888,9.749,,4.125999999999998,4.854000000000001,0.7319999999999993,0.3490000000000002,0.559000000000001,-0.5280000000000005,1.7530000000000001,0.45199999999999996,0.13899999999999935
344.632433,5.872871,8,12.0,0.117,12.98,0.121,12.471,0.094,11.683,0.113,12.063,1.077,21.835,18.624,1,EW,11.87,12.48,Eclipsing,30.0,30.0,30.0,,3.211000000000002,5.643999999999998,0.9800000000000004,0.4710000000000001,0.7880000000000003,-0.3800000000000008,-17.936999999999998,0.0,0.0
129.678458,8.095026,4,12.195,0.097,12.429,0.155,12.692,0.875,12.381,0.286,12.632,0.573,15.855,14.38,1,E,12.12,12.19,Eclipsing,11.842,11.785,11.718,,1.4749999999999996,1.9510000000000005,0.23399999999999999,0.4969999999999999,0.31099999999999994,-0.25099999999999945,0.7899999999999991,0.057000000000000384,0.06700000000000017
326.144943,11.644554,9,11.472,0.06,12.347,0.085,12.118,0.775,11.202,0.063,11.251,0.767,23.201,18.198,1,ROT,11.18,11.22,General Rotators,9.856,9.462,9.317,,5.003,5.851000000000001,0.875,0.6460000000000008,0.9160000000000004,-0.04899999999999949,1.3949999999999996,0.39400000000000013,0.14499999999999957
172.051422,2.751686,4,15.775,0.462,16.714,0.0,15.747,0.501,15.741,0.271,15.849,0.815,22.999,19.78,1,RRAB,15.4,16.4,RR Lyrae,15.368,15.067,14.956,,3.2189999999999976,3.0660000000000025,0.9389999999999983,-0.02800000000000047,0.006000000000000227,-0.10800000000000054,0.48099999999999987,0.30100000000000016,0.11100000000000065
129.006233,30.017981,8,8.103,0.073,8.605,0.121,8.565,0.372,8.019,0.11,8.203,1.011,18.379,12.682,1,EA,8.09,0.02,Eclipsing,7.131,6.909,6.841,,5.697000000000001,4.077,0.5020000000000007,0.46199999999999974,0.5459999999999994,-0.18399999999999928,1.0719999999999992,0.22200000000000042,0.06799999999999962
215.773269,1.900276,4,13.397,0.522,13.727,0.577,13.504,0.562,13.365,0.455,13.472,0.249,20.883,16.794,1,RRAB/BL,12.7,13.8,RR Lyrae,12.637,12.366,12.374,,4.088999999999999,3.067,0.33000000000000007,0.10699999999999932,0.13899999999999935,-0.10699999999999932,0.8349999999999991,0.2710000000000008,-0.008000000000000895
337.17964,-0.854229,4,15.05,0.476,15.407,0.645,15.196,0.56,14.994,0.384,14.883,0.26,23.847,18.892,1,RRAB,14.917,0.93,RR Lyrae,13.876,13.785,13.749,,4.955000000000002,3.4849999999999994,0.3569999999999993,0.14599999999999902,0.20199999999999996,0.11100000000000065,1.0069999999999997,0.0909999999999993,0.03599999999999959
326.102911,11.682145,9,11.547,0.068,12.199,0.104,12.091,0.776,11.392,0.069,11.516,0.739,21.011,16.168,1,EA,11.44,0.26,Eclipsing,10.146,9.849,9.721,,4.843,3.9689999999999994,0.6519999999999992,0.5439999999999987,0.6989999999999998,-0.12400000000000055,1.3699999999999992,0.2970000000000006,0.1280000000000001
211.658641,-1.842199,4,14.78,0.494,15.181,0.597,14.959,0.543,14.725,0.39,14.575,0.323,22.248,18.47,1,RRAB,13.9,15.1,RR Lyrae,13.605,13.462,13.488,,3.7780000000000022,3.2889999999999997,0.4009999999999998,0.17900000000000027,0.23399999999999999,0.15000000000000036,0.9699999999999989,0.14300000000000068,-0.0259999999999998
231.229888,-2.235182,4,8.209,0.366,9.984,0.26,9.449,0.971,7.066,0.0,5.075,0.068,21.89,18.475,1,LB,8.18,0.47,Long-period/Irregular,1.509,0.527,0.203,,3.414999999999999,8.491000000000001,1.7750000000000004,1.2400000000000002,2.383,1.9909999999999997,3.5660000000000003,0.9819999999999999,0.324
130.123011,8.226558,6,11.184,0.034,12.067,0.047,12.0,0.887,10.936,0.066,11.022,0.581,22.884,17.689,1,ROT,10.96,10.99,General Rotators,9.737,9.334,9.241,,5.195,5.622,0.8830000000000009,0.8160000000000007,1.064,-0.0860000000000003,1.2850000000000001,0.40300000000000047,0.09299999999999997
130.299838,8.861667,6,14.149,0.018,14.616,0.09,14.901,1.054,14.136,0.103,14.014,0.027,21.194,17.263,1,DSCT|GDOR|SXPHE,14.02,14.05,Оґ Scuti & HADS,13.313,13.145,13.064,,3.9309999999999974,2.647000000000002,0.4670000000000005,0.7520000000000007,0.7650000000000006,0.12199999999999989,0.7009999999999987,0.16800000000000104,0.08099999999999952
128.959319,7.281968,4,11.977,0.093,12.433,0.112,12.579,0.831,11.935,0.072,12.278,0.638,20.816,16.016,1,EB,11.92,12.27,Eclipsing,11.209,11.039,10.97,,4.800000000000001,3.5829999999999984,0.4559999999999995,0.6020000000000003,0.6440000000000001,-0.34299999999999997,1.0690000000000008,0.16999999999999993,0.06899999999999906
48.44077,-14.21224,9,12.763,0.471,13.118,0.614,12.906,0.558,12.707,0.37,12.723,0.271,22.047,16.912,1,RRAB,12.325,13.317,RR Lyrae,12.072,11.879,11.795,,5.135000000000002,3.7939999999999987,0.3550000000000004,0.14300000000000068,0.19899999999999984,-0.016000000000000014,0.6510000000000016,0.19299999999999962,0.08399999999999963
260.766553,29.136425,4,14.719,0.426,15.005,0.651,14.779,0.641,14.645,0.304,14.337,0.0,20.39,17.842,1,RRAB/BL,14.84,0.46,RR Lyrae,14.028,13.819,13.772,,2.548000000000002,2.836999999999998,0.28600000000000136,0.0600000000000005,0.13400000000000034,0.30799999999999983,0.3089999999999993,0.20899999999999963,0.0470000000000006
12.268032,2.420987,4,13.934,0.448,14.4,0.56,14.15,0.56,13.851,0.416,13.851,0.32,22.729,17.67,1,RRAB,13.213,14.191,RR Lyrae,12.887,12.8,12.775,,5.0589999999999975,3.2700000000000014,0.4660000000000011,0.21600000000000108,0.2989999999999995,0.0,0.9640000000000004,0.08699999999999974,0.025000000000000355
179.746911,2.598703,4,13.741,0.446,14.079,0.631,13.836,0.559,13.71,0.359,13.713,0.238,18.542,16.618,1,RRAB/BL,13.1,14.2,RR Lyrae,12.699,12.644,12.598,,1.924000000000003,2.538999999999998,0.33800000000000097,0.09500000000000064,0.12599999999999945,-0.0029999999999983373,1.0139999999999993,0.054999999999999716,0.045999999999999375
17.612407,13.707875,6,13.998,0.408,14.465,0.447,14.262,0.528,13.931,0.47,13.833,0.475,22.141,17.355,1,EA,13.67,0.85,Eclipsing,12.917,12.585,12.511,,4.785999999999998,2.8900000000000006,0.4670000000000005,0.2640000000000011,0.3310000000000013,0.09799999999999898,0.9160000000000004,0.33199999999999896,0.07400000000000162
320.453358,-0.610195,5,14.767,0.426,15.181,0.551,14.963,0.591,14.701,0.412,14.57,0.253,24.141,18.767,1,RRAB,14.617,1.09,RR Lyrae,13.565,13.519,13.451,,5.373999999999999,3.5860000000000003,0.4139999999999997,0.19599999999999973,0.2619999999999987,0.13100000000000023,1.0050000000000008,0.045999999999999375,0.06799999999999962
344.545753,6.653707,8,11.637,0.057,12.487,0.039,12.039,0.073,11.408,0.049,11.885,1.023,23.727,18.05,1,ROT,11.44,11.48,General Rotators,10.235,9.845,9.743,,5.677,5.563000000000001,0.8499999999999996,0.40199999999999925,0.6310000000000002,-0.4770000000000003,1.6500000000000004,0.3899999999999988,0.10200000000000031
313.528268,1.26039,4,14.555,0.419,14.981,0.546,14.75,0.475,14.503,0.381,14.407,0.459,23.821,19.0,1,RRAB/BL,14.524,1.09,RR Lyrae,13.64,13.307,13.28,,4.8210000000000015,4.019,0.42600000000000016,0.19500000000000028,0.2469999999999999,0.09600000000000009,0.7669999999999995,0.3330000000000002,0.027000000000001023
164.220982,2.151125,4,14.335,0.45,14.726,0.593,14.5,0.532,14.288,0.382,14.18,0.256,22.785,18.195,1,RRAB,14.267,1.18,RR Lyrae,13.541,13.252,13.247,,4.59,3.4689999999999994,0.391,0.16499999999999915,0.21199999999999974,0.10800000000000054,0.6389999999999993,0.2889999999999997,0.005000000000000782
337.463675,13.937682,3,16.28,0.395,16.583,0.568,16.322,0.505,16.38,0.561,15.959,0.0,23.309,19.885,1,RRAB,16.328,0.852,RR Lyrae,15.361,15.096,15.277,,3.4239999999999995,3.302000000000003,0.30299999999999727,0.04199999999999804,-0.05799999999999983,0.4209999999999994,0.597999999999999,0.26500000000000057,-0.18099999999999916
129.491609,7.848167,3,14.901,0.064,15.333,0.127,15.492,0.802,14.993,0.283,15.067,0.547,22.129,17.919,1,DSCT|GDOR|SXPHE,14.77,14.8,Оґ Scuti & HADS,14.165,14.071,14.083,,4.210000000000001,2.5860000000000003,0.4320000000000004,0.5910000000000011,0.49900000000000055,-0.07399999999999984,0.902000000000001,0.09399999999999942,-0.012000000000000455
240.015894,5.728812,5,15.255,0.439,15.575,0.555,15.324,0.484,15.266,0.448,15.164,0.327,19.344,17.439,1,RRAB,15.142,1.22,RR Lyrae,14.51,14.273,14.365,,1.9050000000000011,1.8640000000000008,0.3199999999999985,0.06899999999999906,0.05799999999999983,0.10200000000000031,0.6539999999999999,0.2370000000000001,-0.09200000000000053
132.335426,18.438153,4,15.726,0.475,16.024,0.576,15.747,0.492,15.643,0.397,15.548,0.29,23.072,18.89,1,RRAB,15.72,0.925,RR Lyrae,14.833,14.915,14.572,,4.181999999999999,2.8659999999999997,0.29800000000000004,0.02099999999999902,0.1039999999999992,0.09500000000000064,0.7149999999999999,-0.08199999999999896,0.34299999999999997
129.636231,7.170048,3,14.247,0.017,15.794,0.088,15.494,0.755,13.686,0.1,13.205,0.658,21.952,20.732,1,EA,13.49,0.03,Eclipsing,11.161,10.504,10.311,,1.2200000000000024,4.937999999999999,1.5470000000000006,1.2469999999999999,1.8079999999999998,0.48099999999999987,2.0440000000000005,0.657,0.19299999999999962
211.076414,6.178113,5,15.563,0.46,15.886,0.565,15.656,0.496,15.599,0.386,15.536,0.302,20.739,18.495,1,RRAB/BL,14.75,15.9,RR Lyrae,14.73,14.479,14.493,,2.2439999999999998,2.6090000000000018,0.3229999999999986,0.09299999999999997,0.057000000000000384,0.06300000000000061,0.8059999999999992,0.2510000000000012,-0.014000000000001123
232.151495,3.089776,5,12.257,0.413,12.504,0.598,12.287,0.536,12.209,0.35,12.31,0.271,21.763,16.405,1,RRAB,11.796,12.785,RR Lyrae,11.678,11.384,11.343,,5.3580000000000005,3.9010000000000016,0.2469999999999999,0.030000000000001137,0.07800000000000118,-0.10100000000000087,0.6319999999999997,0.2940000000000005,0.04100000000000037
356.377925,-3.195068,5,13.504,0.508,14.046,0.476,13.749,0.411,13.393,0.482,13.274,0.348,21.55,16.914,1,EA,13.69,1.6,Eclipsing,12.466,12.194,12.128,,4.635999999999999,2.868000000000002,0.5419999999999998,0.245000000000001,0.35599999999999987,0.11900000000000155,0.8079999999999998,0.27199999999999847,0.06600000000000072
319.347489,-7.986398,6,15.561,0.383,15.977,0.434,15.71,0.649,15.431,0.464,15.383,0.18,21.092,18.77,1,RRD,14.94,15.74,RR Lyrae,14.456,14.242,14.246,,2.321999999999999,2.7929999999999993,0.41600000000000037,0.1490000000000009,0.2790000000000017,0.04800000000000004,0.9269999999999996,0.21399999999999864,-0.0039999999999995595
324.16711,3.305225,7,12.816,0.081,13.133,0.04,12.925,0.026,12.776,0.076,13.41,0.992,19.845,16.196,1,DSCT|GDOR|SXPHE,12.72,12.75,Оґ Scuti & HADS,12.119,12.014,11.988,,3.6489999999999974,3.0630000000000024,0.3169999999999984,0.10899999999999999,0.1490000000000009,-0.6340000000000003,1.2910000000000004,0.10500000000000043,0.0259999999999998
10.33108,5.346211,5,13.833,0.41,14.186,0.587,13.95,0.5,13.779,0.297,13.747,0.382,18.484,16.741,1,RRAB/BL,13.89,0.99,RR Lyrae,13.235,12.942,12.887,,1.743000000000002,2.5549999999999997,0.35299999999999976,0.1169999999999991,0.17099999999999937,0.03200000000000003,0.5120000000000005,0.29299999999999926,0.054999999999999716
313.223641,-0.633462,9,13.102,0.427,13.441,0.583,13.251,0.506,13.059,0.321,13.119,0.321,22.996,17.196,1,RRAB,12.56,13.8,RR Lyrae,12.394,12.123,12.131,,5.799999999999997,3.755000000000001,0.3390000000000004,0.14899999999999913,0.19200000000000017,-0.0600000000000005,0.7249999999999996,0.2710000000000008,-0.008000000000000895
20.184766,3.431159,7,12.037,0.013,12.563,0.032,12.266,0.026,11.908,0.015,12.457,0.989,21.171,15.958,1,DSCT|GDOR|SXPHE,11.92,11.95,Оґ Scuti & HADS,11.079,10.835,10.817,,5.212999999999999,3.3949999999999996,0.5259999999999998,0.2289999999999992,0.35800000000000054,-0.5490000000000013,1.3780000000000001,0.24399999999999977,0.018000000000000682
222.840084,5.212799,4,15.448,0.421,15.733,0.531,15.63,0.532,15.383,0.293,15.221,0.387,22.792,18.678,1,RRAB,15.535,0.93,RR Lyrae,14.434,14.309,14.307,,4.114000000000001,2.9450000000000003,0.28500000000000014,0.18200000000000038,0.24700000000000166,0.16199999999999903,0.7870000000000008,0.125,0.0019999999999988916
229.826493,2.155079,3,15.136,0.427,15.458,0.534,15.03,0.475,14.968,0.448,15.092,0.285,23.837,18.752,1,RRAB,14.51,0.92,RR Lyrae,30.0,30.0,30.0,,5.085000000000001,3.2939999999999987,0.32200000000000095,-0.10599999999999987,0.06199999999999939,-0.12400000000000055,-14.908,0.0,0.0
244.318456,8.19047,8,13.667,0.395,14.049,0.568,13.822,0.525,13.605,0.35,13.518,0.304,19.68,16.716,1,RRAB,12.956,14.075,RR Lyrae,12.612,12.432,12.421,,2.9639999999999986,2.6670000000000016,0.3819999999999997,0.15499999999999936,0.21699999999999875,0.08699999999999974,0.9060000000000006,0.17999999999999972,0.011000000000001009
243.601542,4.959003,5,10.141,0.073,10.569,0.046,10.424,0.161,10.047,0.052,10.65,0.965,18.921,14.241,1,DSCT|RRC|EC|ESD,9.99,0.08,Eclipsing,9.207,9.02,8.96,,4.68,3.671999999999999,0.4280000000000008,0.2829999999999995,0.3769999999999989,-0.6029999999999998,1.4429999999999996,0.18700000000000117,0.05999999999999872
185.315956,67.430453,3,15.447,0.329,15.739,0.61,15.513,0.535,15.349,0.361,15.19,0.258,23.358,18.919,1,RRAB,15.54,0.74,RR Lyrae,14.669,14.436,14.391,,4.439,3.1799999999999997,0.2920000000000016,0.06600000000000072,0.1639999999999997,0.1590000000000007,0.520999999999999,0.23300000000000054,0.04499999999999993
129.540526,7.225872,4,11.597,0.026,11.953,0.036,12.148,0.754,11.629,0.116,11.921,0.608,18.323,14.627,1,DSCTC,11.53,11.63,Оґ Scuti & HADS,10.942,10.844,10.771,,3.6959999999999997,2.6740000000000013,0.35599999999999987,0.5510000000000002,0.5190000000000001,-0.2919999999999998,0.9789999999999992,0.09800000000000075,0.07299999999999862
129.391505,7.271309,4,12.663,0.047,13.315,0.04,13.402,0.795,12.553,0.079,12.715,0.556,22.557,17.555,1,ROT,12.5,12.53,General Rotators,11.572,11.306,11.218,,5.001999999999999,4.24,0.6519999999999992,0.738999999999999,0.8489999999999984,-0.16199999999999903,1.1430000000000007,0.266,0.08799999999999919
